train_loss,epoch,step,val_loss
21138.97265625,24,2899,
3928.6884765625,24,2949,
,24,2949,20459.357421875
20713.63671875,25,2999,
20818.43359375,25,3049,
,25,3067,20265.7578125
20082.990234375,26,3099,
20341.625,26,3149,
,26,3185,20057.29296875
20276.337890625,27,3199,
20595.259765625,27,3249,
20356.93359375,27,3299,
,27,3303,19926.74609375
20122.76171875,28,3349,
20459.974609375,28,3399,
,28,3421,19717.765625
20209.033203125,29,3449,
19952.3359375,29,3499,
,29,3539,19583.595703125
19546.53515625,30,3549,
19900.404296875,30,3599,
19462.33984375,30,3649,
,30,3657,19438.29296875
19780.0625,31,3699,
19478.70703125,31,3749,
,31,3775,19257.57421875
19462.384765625,32,3799,
19215.82421875,32,3849,
,32,3893,19153.140625
19267.984375,33,3899,
19374.279296875,33,3949,
18941.62890625,33,3999,
,33,4011,18963.423828125
19728.8359375,34,4049,
19529.25390625,34,4099,
,34,4129,18849.048828125
19221.458984375,35,4149,
19128.916015625,35,4199,
,35,4247,18770.87890625
18846.5703125,36,4249,
19210.23046875,36,4299,
19264.02734375,36,4349,
,36,4365,18674.8671875
19072.14453125,37,4399,
18942.44921875,37,4449,
,37,4483,18559.419921875
18770.48046875,38,4499,
19180.8125,38,4549,
18963.978515625,38,4599,
,38,4601,18456.7734375
18709.685546875,39,4649,
19222.75390625,39,4699,
,39,4719,18377.67578125
18741.96875,40,4749,
18633.5390625,40,4799,
,40,4837,18228.470703125
18616.744140625,41,4849,
18417.5078125,41,4899,
18658.42578125,41,4949,
,41,4955,18156.3671875
18397.80078125,42,4999,
18227.88671875,42,5049,
,42,5073,18076.033203125
18463.111328125,43,5099,
18463.77734375,43,5149,
,43,5191,18055.861328125
18464.123046875,44,5199,
18624.17578125,44,5249,
18181.75390625,44,5299,
,44,5309,17911.298828125
18153.548828125,45,5349,
18232.42578125,45,5399,
,45,5427,17883.267578125
18161.265625,46,5449,
18527.677734375,46,5499,
,46,5545,17810.3359375
17953.62109375,47,5549,
18587.7109375,47,5599,
18340.869140625,47,5649,
,47,5663,17724.890625
18275.732421875,48,5699,
18083.30859375,48,5749,
,48,5781,17671.21875
17744.037109375,49,5799,
17909.9296875,49,5849,
3224.1201171875,49,5899,
,49,5899,17591.86328125
17974.962890625,50,5949,
17677.0,50,5999,
,50,6017,17545.234375
17817.47265625,51,6049,
17618.6171875,51,6099,
,51,6135,17490.287109375
17848.03125,52,6149,
17903.25390625,52,6199,
18087.5390625,52,6249,
,52,6253,17450.12109375
17640.46875,53,6299,
17495.296875,53,6349,
,53,6371,17373.86328125
17583.130859375,54,6399,
17302.611328125,54,6449,
,54,6489,17306.8359375
17760.08984375,55,6499,
17788.94140625,55,6549,
17913.09375,55,6599,
,55,6607,17267.541015625
17704.576171875,56,6649,
17665.84765625,56,6699,
,56,6725,17259.8671875
17425.26171875,57,6749,
17332.53515625,57,6799,
,57,6843,17161.9140625
17348.734375,58,6849,
17442.853515625,58,6899,
17523.05078125,58,6949,
,58,6961,17117.0546875
17939.404296875,59,6999,
17390.53125,59,7049,
,59,7079,17082.78515625
17079.275390625,60,7099,
17437.578125,60,7149,
,60,7197,17008.927734375
17598.4296875,61,7199,
17217.2265625,61,7249,
17143.24609375,61,7299,
,61,7315,16962.837890625
17492.47265625,62,7349,
17648.55078125,62,7399,
,62,7433,16978.130859375
16995.43359375,63,7449,
17413.09375,63,7499,
17484.837890625,63,7549,
,63,7551,16911.244140625
17045.53515625,64,7599,
17376.953125,64,7649,
,64,7669,16848.373046875
17300.765625,65,7699,
17631.939453125,65,7749,
,65,7787,16841.6015625
17454.0859375,66,7799,
17246.390625,66,7849,
16817.8359375,66,7899,
,66,7905,16815.8125
16687.826171875,67,7949,
17105.763671875,67,7999,
,67,8023,16792.962890625
17331.0390625,68,8049,
17143.23828125,68,8099,
,68,8141,16714.1953125
16861.615234375,69,8149,
16944.08984375,69,8199,
17173.546875,69,8249,
,69,8259,16729.5078125
17389.7578125,70,8299,
17123.76953125,70,8349,
,70,8377,16692.154296875
16980.36328125,71,8399,
17133.4453125,71,8449,
,71,8495,16659.62109375
17210.962890625,72,8499,
16971.4375,72,8549,
17098.8515625,72,8599,
,72,8613,16654.439453125
16936.265625,73,8649,
16910.12109375,73,8699,
,73,8731,16597.73046875
17308.2890625,74,8749,
16941.693359375,74,8799,
3206.325927734375,74,8849,
,74,8849,16604.41015625
17009.8828125,75,8899,
16932.04296875,75,8949,
,75,8967,16558.703125
16622.578125,76,8999,
16934.3984375,76,9049,
,76,9085,16489.5078125
16980.91796875,77,9099,
16947.80078125,77,9149,
16606.6640625,77,9199,
,77,9203,16496.51953125
16938.865234375,78,9249,
17223.56640625,78,9299,
,78,9321,16486.90234375
16879.431640625,79,9349,
16647.30078125,79,9399,
,79,9439,16447.451171875
17023.0859375,80,9449,
16805.453125,80,9499,
16649.05859375,80,9549,
,80,9557,16456.7734375
16653.373046875,81,9599,
17022.578125,81,9649,
,81,9675,16373.8427734375
16630.56640625,82,9699,
17004.5078125,82,9749,
,82,9793,16400.935546875
16725.09375,83,9799,
16722.23046875,83,9849,
16611.611328125,83,9899,
,83,9911,16364.44921875
17059.37890625,84,9949,
16875.421875,84,9999,
,84,10029,16361.5283203125
16799.470703125,85,10049,
16482.015625,85,10099,
,85,10147,16314.22265625
16493.171875,86,10149,
16753.0078125,86,10199,
16955.8984375,86,10249,
,86,10265,16277.7041015625
16558.11328125,87,10299,
16488.900390625,87,10349,
,87,10383,16311.5380859375
16467.701171875,88,10399,
16183.0478515625,88,10449,
16648.796875,88,10499,
,88,10501,16255.6396484375
16538.3125,89,10549,
16894.943359375,89,10599,
,89,10619,16264.6064453125
16554.78515625,90,10649,
16601.1875,90,10699,
,90,10737,16249.7265625
16580.42578125,91,10749,
16480.904296875,91,10799,
17077.75390625,91,10849,
,91,10855,16233.8349609375
16456.41015625,92,10899,
16450.390625,92,10949,
,92,10973,16213.541015625
16482.8046875,93,10999,
16308.9658203125,93,11049,
,93,11091,16165.5771484375
16624.802734375,94,11099,
16536.16015625,94,11149,
16297.8798828125,94,11199,
,94,11209,16187.84765625
16604.076171875,95,11249,
16367.73046875,95,11299,
,95,11327,16152.373046875
16514.595703125,96,11349,
16729.9609375,96,11399,
,96,11445,16179.40625
16170.4287109375,97,11449,
16705.6171875,97,11499,
16644.041015625,97,11549,
,97,11563,16144.990234375
16487.30859375,98,11599,
16048.509765625,98,11649,
,98,11681,16113.1181640625
16463.69140625,99,11699,
15944.318359375,99,11749,
3046.992919921875,99,11799,
,99,11799,16098.4189453125
16476.537109375,100,11849,
16230.259765625,100,11899,
,100,11917,16093.7998046875
16295.126953125,101,11949,
16469.0859375,101,11999,
,101,12035,16045.0322265625
16371.408203125,102,12049,
16669.6953125,102,12099,
16366.5263671875,102,12149,
,102,12153,16034.88671875
16245.91796875,103,12199,
16233.2734375,103,12249,
,103,12271,16029.1748046875
16018.234375,104,12299,
16472.76171875,104,12349,
,104,12389,16036.9873046875
16260.037109375,105,12399,
16882.552734375,105,12449,
16515.658203125,105,12499,
,105,12507,16020.3935546875
16410.341796875,106,12549,
16521.876953125,106,12599,
,106,12625,15980.681640625
16592.19140625,107,12649,
16060.345703125,107,12699,
,107,12743,15971.130859375
15950.6328125,108,12749,
16108.75390625,108,12799,
16406.767578125,108,12849,
,108,12861,15960.673828125
16144.95703125,109,12899,
16092.7978515625,109,12949,
,109,12979,15982.3232421875
16631.80859375,110,12999,
16247.22265625,110,13049,
,110,13097,15949.1728515625
16477.376953125,111,13099,
16379.236328125,111,13149,
16174.349609375,111,13199,
,111,13215,15953.8974609375
15965.6884765625,112,13249,
16196.380859375,112,13299,
,112,13333,15921.5283203125
16508.1640625,113,13349,
16498.2578125,113,13399,
16011.380859375,113,13449,
,113,13451,15933.5244140625
16140.1044921875,114,13499,
16442.865234375,114,13549,
,114,13569,15944.38671875
16307.5966796875,115,13599,
16299.3505859375,115,13649,
,115,13687,15932.82421875
16566.50390625,116,13699,
16458.607421875,116,13749,
16120.3564453125,116,13799,
,116,13805,15893.4384765625
16479.92578125,117,13849,
16383.0498046875,117,13899,
,117,13923,15887.8896484375
15901.302734375,118,13949,
16286.7314453125,118,13999,
,118,14041,15879.6796875
16281.59765625,119,14049,
16202.5078125,119,14099,
15725.19140625,119,14149,
,119,14159,15826.841796875
16315.025390625,120,14199,
15953.1220703125,120,14249,
,120,14277,15884.505859375
16178.990234375,121,14299,
16058.17578125,121,14349,
,121,14395,15882.6689453125
16147.634765625,122,14399,
16107.1162109375,122,14449,
15814.8193359375,122,14499,
,122,14513,15843.3662109375
16267.5078125,123,14549,
16121.6669921875,123,14599,
,123,14631,15804.3564453125
16171.84765625,124,14649,
16205.57421875,124,14699,
3111.068359375,124,14749,
,124,14749,15801.5009765625
15721.970703125,125,14799,
16219.287109375,125,14849,
,125,14867,15812.001953125
16336.5478515625,126,14899,
16453.9921875,126,14949,
,126,14985,15781.541015625
15950.048828125,127,14999,
15920.4384765625,127,15049,
16099.443359375,127,15099,
,127,15103,15802.7841796875
16081.5205078125,128,15149,
15570.77734375,128,15199,
,128,15221,15789.7265625
16384.96875,129,15249,
15952.3779296875,129,15299,
,129,15339,15775.0654296875
16318.099609375,130,15349,
16186.37109375,130,15399,
16234.6484375,130,15449,
,130,15457,15743.1884765625
16022.5517578125,131,15499,
15953.2451171875,131,15549,
,131,15575,15786.984375
16202.5107421875,132,15599,
15768.2880859375,132,15649,
,132,15693,15761.43359375
15732.990234375,133,15699,
16194.6328125,133,15749,
16255.52734375,133,15799,
,133,15811,15722.61328125
15722.7939453125,134,15849,
16446.09375,134,15899,
,134,15929,15758.654296875
15880.7138671875,135,15949,
15970.990234375,135,15999,
,135,16047,15718.5732421875
15909.865234375,136,16049,
16096.4140625,136,16099,
16294.30859375,136,16149,
,136,16165,15724.4755859375
16189.103515625,137,16199,
15843.8544921875,137,16249,
,137,16283,15741.380859375
16183.373046875,138,16299,
16195.083984375,138,16349,
16609.966796875,138,16399,
,138,16401,15718.115234375
15838.865234375,139,16449,
16025.7421875,139,16499,
,139,16519,15708.396484375
16166.75390625,140,16549,
16130.8671875,140,16599,
,140,16637,15682.4658203125
16540.34765625,141,16649,
15698.93359375,141,16699,
15581.3095703125,141,16749,
,141,16755,15693.5888671875
15874.796875,142,16799,
16090.607421875,142,16849,
,142,16873,15655.8603515625
15756.37109375,143,16899,
16292.5888671875,143,16949,
,143,16991,15655.5068359375
16290.0283203125,144,16999,
16059.943359375,144,17049,
16082.373046875,144,17099,
,144,17109,15671.1728515625
15562.26171875,145,17149,
15999.759765625,145,17199,
,145,17227,15651.6064453125
15866.513671875,146,17249,
15766.958984375,146,17299,
,146,17345,15668.1748046875
16427.609375,147,17349,
15765.2109375,147,17399,
16160.2646484375,147,17449,
,147,17463,15648.1826171875
15736.5244140625,148,17499,
16179.177734375,148,17549,
,148,17581,15624.6669921875
15889.255859375,149,17599,
16157.046875,149,17649,
3089.02783203125,149,17699,
,149,17699,15623.83203125
15933.806640625,150,17749,
16028.396484375,150,17799,
,150,17817,15611.6044921875
16023.998046875,151,17849,
16035.54296875,151,17899,
,151,17935,15629.1201171875
16122.4716796875,152,17949,
15924.8154296875,152,17999,
16016.603515625,152,18049,
,152,18053,15630.9345703125
16139.4794921875,153,18099,
16064.95703125,153,18149,
,153,18171,15631.3427734375
15742.275390625,154,18199,
15900.4013671875,154,18249,
,154,18289,15637.373046875
15776.271484375,155,18299,
15739.310546875,155,18349,
16074.259765625,155,18399,
,155,18407,15621.947265625
15910.419921875,156,18449,
15844.2548828125,156,18499,
,156,18525,15586.1572265625
15872.626953125,157,18549,
15992.91015625,157,18599,
,157,18643,15548.751953125
15751.486328125,158,18649,
15921.611328125,158,18699,
16083.763671875,158,18749,
,158,18761,15579.0673828125
15824.3076171875,159,18799,
15387.279296875,159,18849,
,159,18879,15572.3828125
15948.57421875,160,18899,
15823.158203125,160,18949,
,160,18997,15538.3037109375
16022.52734375,161,18999,
15925.1640625,161,19049,
15610.212890625,161,19099,
,161,19115,15531.3076171875
15760.8193359375,162,19149,
15755.1455078125,162,19199,
,162,19233,15555.193359375
15495.4912109375,163,19249,
15900.4130859375,163,19299,
15761.46484375,163,19349,
,163,19351,15544.7216796875
15718.1015625,164,19399,
15743.0068359375,164,19449,
,164,19469,15546.23046875
15843.6171875,165,19499,
16181.8544921875,165,19549,
,165,19587,15520.5234375
15651.033203125,166,19599,
15689.1748046875,166,19649,
15923.572265625,166,19699,
,166,19705,15527.1875
16009.5576171875,167,19749,
15956.609375,167,19799,
,167,19823,15549.435546875
15758.1591796875,168,19849,
15597.7236328125,168,19899,
,168,19941,15502.0322265625
16147.36328125,169,19949,
15742.7138671875,169,19999,
16009.115234375,169,20049,
,169,20059,15503.603515625
16056.71484375,170,20099,
16323.953125,170,20149,
,170,20177,15528.4365234375
15763.0283203125,171,20199,
15736.3544921875,171,20249,
,171,20295,15568.9580078125
15412.1064453125,172,20299,
15881.8388671875,172,20349,
15765.375,172,20399,
,172,20413,15527.4111328125
15424.529296875,173,20449,
15845.9892578125,173,20499,
,173,20531,15499.9697265625
15999.3662109375,174,20549,
16207.45703125,174,20599,
2844.66162109375,174,20649,
,174,20649,15485.77734375
15649.14453125,175,20699,
15707.87890625,175,20749,
,175,20767,15500.0556640625
15466.91015625,176,20799,
16113.888671875,176,20849,
,176,20885,15492.0498046875
16061.5966796875,177,20899,
16003.7421875,177,20949,
15382.935546875,177,20999,
,177,21003,15490.2158203125
15780.078125,178,21049,
15908.09375,178,21099,
,178,21121,15468.169921875
15938.689453125,179,21149,
15875.42578125,179,21199,
,179,21239,15481.5439453125
15755.37109375,180,21249,
15873.7734375,180,21299,
15798.927734375,180,21349,
,180,21357,15464.6787109375
15441.662109375,181,21399,
15769.919921875,181,21449,
,181,21475,15461.541015625
15623.28125,182,21499,
15261.8525390625,182,21549,
,182,21593,15468.16015625
15518.71875,183,21599,
15861.6015625,183,21649,
15963.2734375,183,21699,
,183,21711,15422.408203125
15748.5869140625,184,21749,
15592.044921875,184,21799,
,184,21829,15435.3603515625
15584.189453125,185,21849,
16148.7314453125,185,21899,
,185,21947,15447.6748046875
15594.1484375,186,21949,
15622.4921875,186,21999,
15782.486328125,186,22049,
,186,22065,15466.7939453125
15844.7060546875,187,22099,
15461.55859375,187,22149,
,187,22183,15433.7568359375
16013.3623046875,188,22199,
15669.11328125,188,22249,
15867.431640625,188,22299,
,188,22301,15440.3515625
15569.046875,189,22349,
15872.4453125,189,22399,
,189,22419,15413.1220703125
15673.7109375,190,22449,
15690.763671875,190,22499,
,190,22537,15398.51171875
15696.798828125,191,22549,
15640.076171875,191,22599,
15906.3173828125,191,22649,
,191,22655,15427.5732421875
15603.27734375,192,22699,
15705.2265625,192,22749,
,192,22773,15403.435546875
15663.0947265625,193,22799,
15445.0615234375,193,22849,
,193,22891,15400.40625
15676.3623046875,194,22899,
15848.79296875,194,22949,
15360.478515625,194,22999,
,194,23009,15395.90234375
15619.69921875,195,23049,
15513.7607421875,195,23099,
,195,23127,15407.326171875
15517.935546875,196,23149,
15273.86328125,196,23199,
,196,23245,15433.7412109375
15831.400390625,197,23249,
15549.068359375,197,23299,
15595.5849609375,197,23349,
,197,23363,15390.857421875
15689.3330078125,198,23399,
15654.515625,198,23449,
,198,23481,15402.4091796875
15868.2197265625,199,23499,
15401.626953125,199,23549,
2918.935546875,199,23599,
,199,23599,15391.8740234375
15780.478515625,200,23649,
15449.7880859375,200,23699,
,200,23717,15398.3564453125
15471.552734375,201,23749,
15336.0107421875,201,23799,
,201,23835,15329.212890625
15603.521484375,202,23849,
16008.775390625,202,23899,
15626.509765625,202,23949,
,202,23953,15366.5732421875
15632.224609375,203,23999,
15503.435546875,203,24049,
,203,24071,15380.2158203125
15861.720703125,204,24099,
15717.458984375,204,24149,
,204,24189,15379.37109375
15614.1689453125,205,24199,
15678.224609375,205,24249,
15562.689453125,205,24299,
,205,24307,15360.912109375
15756.4619140625,206,24349,
15804.2158203125,206,24399,
,206,24425,15353.9716796875
15591.763671875,207,24449,
15646.7802734375,207,24499,
,207,24543,15358.666015625
15423.62109375,208,24549,
15572.3662109375,208,24599,
16093.8974609375,208,24649,
,208,24661,15335.583984375
15519.4970703125,209,24699,
15675.0673828125,209,24749,
,209,24779,15361.9853515625
15667.8583984375,210,24799,
15622.64453125,210,24849,
,210,24897,15317.935546875
15861.107421875,211,24899,
15278.0771484375,211,24949,
15771.7705078125,211,24999,
,211,25015,15359.337890625
15713.1015625,212,25049,
15406.388671875,212,25099,
,212,25133,15342.5517578125
15586.94140625,213,25149,
15833.30859375,213,25199,
15930.416015625,213,25249,
,213,25251,15336.03515625
15794.12890625,214,25299,
15562.82421875,214,25349,
,214,25369,15339.2763671875
15728.869140625,215,25399,
15860.6572265625,215,25449,
,215,25487,15323.798828125
15503.13671875,216,25499,
15651.1513671875,216,25549,
15246.1875,216,25599,
,216,25605,15299.478515625
15645.73828125,217,25649,
15875.3583984375,217,25699,
,217,25723,15291.576171875
15583.2294921875,218,25749,
15672.2841796875,218,25799,
,218,25841,15307.1083984375
15626.263671875,219,25849,
15571.080078125,219,25899,
15614.8671875,219,25949,
,219,25959,15319.7822265625
15398.5,220,25999,
15781.4384765625,220,26049,
,220,26077,15317.1884765625
15805.7490234375,221,26099,
15607.138671875,221,26149,
,221,26195,15307.591796875
15645.8935546875,222,26199,
15490.287109375,222,26249,
15406.380859375,222,26299,
,222,26313,15290.529296875
15369.771484375,223,26349,
15560.845703125,223,26399,
,223,26431,15274.033203125
15519.66015625,224,26449,
15578.470703125,224,26499,
3067.12939453125,224,26549,
,224,26549,15276.4755859375
16002.7734375,225,26599,
15782.4296875,225,26649,
,225,26667,15299.7763671875
15390.7021484375,226,26699,
15425.724609375,226,26749,
,226,26785,15287.5634765625
15899.982421875,227,26799,
15560.0625,227,26849,
15570.4375,227,26899,
,227,26903,15268.16015625
15443.51953125,228,26949,
15573.9384765625,228,26999,
,228,27021,15278.9970703125
15600.416015625,229,27049,
15492.669921875,229,27099,
,229,27139,15284.033203125
15390.490234375,230,27149,
15670.583984375,230,27199,
16072.5791015625,230,27249,
,230,27257,15281.5068359375
15597.5341796875,231,27299,
15531.134765625,231,27349,
,231,27375,15272.42578125
15197.23828125,232,27399,
15998.7548828125,232,27449,
,232,27493,15236.0908203125
15618.13671875,233,27499,
15536.748046875,233,27549,
15562.552734375,233,27599,
,233,27611,15262.8046875
15230.6611328125,234,27649,
15682.90625,234,27699,
,234,27729,15275.7939453125
15492.625,235,27749,
15461.912109375,235,27799,
,235,27847,15257.611328125
15798.2265625,236,27849,
15336.3115234375,236,27899,
15754.5009765625,236,27949,
,236,27965,15243.9951171875
15597.1787109375,237,27999,
15492.541015625,237,28049,
,237,28083,15258.1025390625
15554.9091796875,238,28099,
15638.7724609375,238,28149,
15348.09765625,238,28199,
,238,28201,15269.5439453125
15480.3193359375,239,28249,
15597.1572265625,239,28299,
,239,28319,15241.7421875
15748.0849609375,240,28349,
15466.73828125,240,28399,
,240,28437,15258.9140625
15659.810546875,241,28449,
15290.6416015625,241,28499,
15565.775390625,241,28549,
,241,28555,15243.3486328125
15320.744140625,242,28599,
15590.44140625,242,28649,
,242,28673,15225.1923828125
15369.568359375,243,28699,
15560.9267578125,243,28749,
,243,28791,15234.6640625
15749.5166015625,244,28799,
15208.6953125,244,28849,
15497.189453125,244,28899,
,244,28909,15256.89453125
15690.85546875,245,28949,
15723.0458984375,245,28999,
,245,29027,15228.09765625
15667.125,246,29049,
15377.1513671875,246,29099,
,246,29145,15242.9775390625
15305.955078125,247,29149,
15370.6787109375,247,29199,
15637.09765625,247,29249,
,247,29263,15224.689453125
15562.0732421875,248,29299,
15821.685546875,248,29349,
,248,29381,15204.1171875
15637.5673828125,249,29399,
15434.6982421875,249,29449,
3016.09716796875,249,29499,
,249,29499,15213.708984375
15645.060546875,250,29549,
15317.125,250,29599,
,250,29617,15220.7216796875
15761.490234375,251,29649,
15481.77734375,251,29699,
,251,29735,15209.361328125
15285.396484375,252,29749,
15609.8916015625,252,29799,
15456.4033203125,252,29849,
,252,29853,15200.8671875
15538.8095703125,253,29899,
15357.203125,253,29949,
,253,29971,15229.1376953125
15395.15625,254,29999,
15228.7001953125,254,30049,
,254,30089,15202.396484375
15698.0830078125,255,30099,
15128.5390625,255,30149,
15702.83203125,255,30199,
,255,30207,15206.0146484375
15450.443359375,256,30249,
15908.486328125,256,30299,
,256,30325,15186.4755859375
15585.833984375,257,30349,
15643.771484375,257,30399,
,257,30443,15181.6611328125
15363.626953125,258,30449,
15095.345703125,258,30499,
15334.71875,258,30549,
,258,30561,15173.638671875
15575.3955078125,259,30599,
15298.53515625,259,30649,
,259,30679,15182.158203125
15595.203125,260,30699,
15271.3125,260,30749,
,260,30797,15183.1708984375
15117.828125,261,30799,
15354.8037109375,261,30849,
15645.1142578125,261,30899,
,261,30915,15217.857421875
15434.986328125,262,30949,
15669.904296875,262,30999,
,262,31033,15163.619140625
15691.193359375,263,31049,
15359.87890625,263,31099,
15581.5146484375,263,31149,
,263,31151,15201.8447265625
15479.6533203125,264,31199,
15823.0,264,31249,
,264,31269,15190.2734375
15712.41015625,265,31299,
15249.6181640625,265,31349,
,265,31387,15155.2099609375
15229.65234375,266,31399,
14986.587890625,266,31449,
15479.08203125,266,31499,
,266,31505,15155.6171875
15646.3447265625,267,31549,
15805.365234375,267,31599,
,267,31623,15151.248046875
15576.947265625,268,31649,
15086.095703125,268,31699,
,268,31741,15147.744140625
15537.298828125,269,31749,
15350.8798828125,269,31799,
15417.07421875,269,31849,
,269,31859,15153.71875
15626.6650390625,270,31899,
15603.48828125,270,31949,
,270,31977,15157.5283203125
15195.03515625,271,31999,
15221.42578125,271,32049,
,271,32095,15140.869140625
15810.6220703125,272,32099,
15297.353515625,272,32149,
15375.1171875,272,32199,
,272,32213,15139.912109375
15712.05078125,273,32249,
15386.318359375,273,32299,
,273,32331,15122.7060546875
15944.0185546875,274,32349,
15314.955078125,274,32399,
2860.4052734375,274,32449,
,274,32449,15153.4541015625
15282.8369140625,275,32499,
15526.22265625,275,32549,
,275,32567,15140.76953125
15443.578125,276,32599,
15706.251953125,276,32649,
,276,32685,15138.3408203125
15398.890625,277,32699,
15586.1064453125,277,32749,
15616.306640625,277,32799,
,277,32803,15150.9775390625
15367.6826171875,278,32849,
15495.470703125,278,32899,
,278,32921,15133.9150390625
15247.0771484375,279,32949,
15548.1162109375,279,32999,
,279,33039,15148.5595703125
15407.587890625,280,33049,
15407.7802734375,280,33099,
15333.30078125,280,33149,
,280,33157,15123.603515625
15449.9091796875,281,33199,
15573.75,281,33249,
,281,33275,15146.904296875
15409.396484375,282,33299,
15515.3466796875,282,33349,
,282,33393,15127.84765625
15244.73046875,283,33399,
15368.69140625,283,33449,
15234.486328125,283,33499,
,283,33511,15160.087890625
15594.125,284,33549,
15461.8349609375,284,33599,
,284,33629,15131.2158203125
15234.60546875,285,33649,
15499.1357421875,285,33699,
,285,33747,15102.611328125
15410.4599609375,286,33749,
15625.5458984375,286,33799,
15738.919921875,286,33849,
,286,33865,15095.97265625
15551.1962890625,287,33899,
15324.177734375,287,33949,
,287,33983,15125.97265625
15249.505859375,288,33999,
15426.8330078125,288,34049,
15693.751953125,288,34099,
,288,34101,15102.6513671875
15197.9580078125,289,34149,
15199.869140625,289,34199,
,289,34219,15158.16796875
15276.7841796875,290,34249,
15535.4208984375,290,34299,
,290,34337,15145.751953125
15224.98046875,291,34349,
15615.06640625,291,34399,
15267.763671875,291,34449,
,291,34455,15097.060546875
15724.814453125,292,34499,
15253.3291015625,292,34549,
,292,34573,15102.7275390625
15216.1689453125,293,34599,
15378.755859375,293,34649,
,293,34691,15081.7021484375
15471.6572265625,294,34699,
15384.03125,294,34749,
15344.6328125,294,34799,
,294,34809,15157.5458984375
15322.287109375,295,34849,
15215.095703125,295,34899,
,295,34927,15120.9169921875
15503.4580078125,296,34949,
15594.671875,296,34999,
,296,35045,15107.505859375
15889.689453125,297,35049,
15426.2744140625,297,35099,
15265.392578125,297,35149,
,297,35163,15115.1552734375
15390.921875,298,35199,
15581.7109375,298,35249,
,298,35281,15089.892578125
15185.330078125,299,35299,
15369.51171875,299,35349,
2854.82763671875,299,35399,
,299,35399,15089.7900390625
15087.9501953125,300,35449,
15203.0224609375,300,35499,
,300,35517,15081.11328125
15334.5859375,301,35549,
15154.78515625,301,35599,
,301,35635,15080.0205078125
15255.515625,302,35649,
15447.298828125,302,35699,
15297.048828125,302,35749,
,302,35753,15069.4404296875
14919.5048828125,303,35799,
15142.4091796875,303,35849,
,303,35871,15100.478515625
15081.826171875,304,35899,
15514.529296875,304,35949,
,304,35989,15093.814453125
15296.236328125,305,35999,
15459.4375,305,36049,
15277.8876953125,305,36099,
,305,36107,15073.150390625
15579.919921875,306,36149,
15066.208984375,306,36199,
,306,36225,15060.158203125
15251.5185546875,307,36249,
15075.9443359375,307,36299,
,307,36343,15063.771484375
15543.1416015625,308,36349,
15304.6103515625,308,36399,
15403.283203125,308,36449,
,308,36461,15049.4736328125
15154.26953125,309,36499,
15349.2509765625,309,36549,
,309,36579,15106.7939453125
15168.9453125,310,36599,
15236.685546875,310,36649,
,310,36697,15086.7568359375
15222.4287109375,311,36699,
15356.1064453125,311,36749,
15219.189453125,311,36799,
,311,36815,15071.2783203125
15115.40625,312,36849,
14988.955078125,312,36899,
,312,36933,15050.0625
15857.357421875,313,36949,
15253.26953125,313,36999,
15163.55859375,313,37049,
,313,37051,15069.626953125
15394.1904296875,314,37099,
15147.2958984375,314,37149,
,314,37169,15075.17578125
15482.095703125,315,37199,
15179.041015625,315,37249,
,315,37287,15064.380859375
15410.833984375,316,37299,
