train_loss,epoch,step,val_loss
15267.8515625,316,37349,
15265.669921875,316,37399,
,316,37405,15067.2080078125
15417.2109375,317,37449,
15508.5625,317,37499,
,317,37523,15059.6083984375
15000.5546875,318,37549,
15125.396484375,318,37599,
,318,37641,15045.212890625
14803.69140625,319,37649,
15460.14453125,319,37699,
15076.6494140625,319,37749,
,319,37759,15063.8427734375
15302.3701171875,320,37799,
14804.544921875,320,37849,
,320,37877,15061.087890625
15488.4677734375,321,37899,
15224.150390625,321,37949,
,321,37995,15041.169921875
15266.5009765625,322,37999,
15217.0126953125,322,38049,
15238.1455078125,322,38099,
,322,38113,15028.7412109375
15063.6953125,323,38149,
15273.642578125,323,38199,
,323,38231,15058.9873046875
15493.599609375,324,38249,
15250.40625,324,38299,
2847.96337890625,324,38349,
,324,38349,15044.4990234375
15190.732421875,325,38399,
15089.181640625,325,38449,
,325,38467,15042.205078125
14950.5078125,326,38499,
15342.2265625,326,38549,
,326,38585,15009.408203125
15216.4921875,327,38599,
15391.33984375,327,38649,
15400.2041015625,327,38699,
,327,38703,15034.30859375
15292.79296875,328,38749,
14938.9716796875,328,38799,
,328,38821,15046.2275390625
15005.212890625,329,38849,
15186.310546875,329,38899,
,329,38939,15041.1435546875
15104.001953125,330,38949,
15569.8916015625,330,38999,
14991.396484375,330,39049,
,330,39057,15044.0947265625
15049.11328125,331,39099,
15197.783203125,331,39149,
,331,39175,15017.6318359375
15115.83203125,332,39199,
14922.0556640625,332,39249,
,332,39293,15026.3251953125
15429.2314453125,333,39299,
15282.380859375,333,39349,
15108.404296875,333,39399,
,333,39411,15038.1181640625
14900.61328125,334,39449,
15531.34765625,334,39499,
,334,39529,15021.76953125
15224.6611328125,335,39549,
15306.3203125,335,39599,
,335,39647,14999.5712890625
14988.5888671875,336,39649,
14971.02734375,336,39699,
15151.345703125,336,39749,
,336,39765,15016.61328125
15325.42578125,337,39799,
15094.6796875,337,39849,
,337,39883,14992.2861328125
15647.8271484375,338,39899,
15313.474609375,338,39949,
15121.61328125,338,39999,
,338,40001,15004.7265625
15141.6005859375,339,40049,
15062.6171875,339,40099,
,339,40119,15032.1201171875
15450.396484375,340,40149,
15569.01953125,340,40199,
,340,40237,15006.69921875
14977.82421875,341,40249,
15060.947265625,341,40299,
15217.8857421875,341,40349,
,341,40355,14994.5166015625
15363.3955078125,342,40399,
15166.98828125,342,40449,
,342,40473,15016.4111328125
15434.9248046875,343,40499,
15143.373046875,343,40549,
,343,40591,14987.65234375
15445.2177734375,344,40599,
15424.642578125,344,40649,
15336.12890625,344,40699,
,344,40709,15000.9072265625
15144.736328125,345,40749,
15115.8984375,345,40799,
,345,40827,15016.564453125
15508.796875,346,40849,
15221.1650390625,346,40899,
,346,40945,14963.6884765625
15692.814453125,347,40949,
15316.966796875,347,40999,
14858.185546875,347,41049,
,347,41063,15012.1806640625
15535.0693359375,348,41099,
15363.8818359375,348,41149,
,348,41181,14991.5185546875
14982.1318359375,349,41199,
15370.9873046875,349,41249,
2914.937744140625,349,41299,
,349,41299,14992.5419921875
15386.158203125,350,41349,
15427.974609375,350,41399,
,350,41417,14989.052734375
15067.8515625,351,41449,
15445.9111328125,351,41499,
,351,41535,15010.197265625
15129.1396484375,352,41549,
15247.177734375,352,41599,
15359.560546875,352,41649,
,352,41653,14985.0322265625
15431.0458984375,353,41699,
14961.53515625,353,41749,
,353,41771,15005.298828125
15122.5048828125,354,41799,
15232.669921875,354,41849,
,354,41889,14976.3486328125
15337.5849609375,355,41899,
15295.2978515625,355,41949,
15365.755859375,355,41999,
,355,42007,14972.3955078125
15268.9228515625,356,42049,
15298.158203125,356,42099,
,356,42125,14977.2724609375
15140.1953125,357,42149,
15179.6845703125,357,42199,
,357,42243,14967.716796875
15395.22265625,358,42249,
15003.8623046875,358,42299,
15482.98046875,358,42349,
,358,42361,14999.8994140625
14923.703125,359,42399,
15208.056640625,359,42449,
,359,42479,14986.6669921875
15084.875,360,42499,
14892.8173828125,360,42549,
,360,42597,14990.8740234375
15206.48046875,361,42599,
15371.302734375,361,42649,
14972.79296875,361,42699,
,361,42715,14944.6083984375
15254.2587890625,362,42749,
15465.2353515625,362,42799,
,362,42833,14969.3984375
14843.9912109375,363,42849,
15381.544921875,363,42899,
15118.5107421875,363,42949,
,363,42951,14961.408203125
14987.3212890625,364,42999,
15251.2431640625,364,43049,
,364,43069,14962.1953125
15388.2294921875,365,43099,
15542.53515625,365,43149,
,365,43187,14966.962890625
15232.95703125,366,43199,
15035.9443359375,366,43249,
15292.4794921875,366,43299,
,366,43305,14943.65625
15286.65234375,367,43349,
14928.248046875,367,43399,
,367,43423,14953.763671875
15045.0791015625,368,43449,
15096.494140625,368,43499,
,368,43541,14947.7294921875
15260.96484375,369,43549,
15243.7919921875,369,43599,
15580.6943359375,369,43649,
,369,43659,14966.1630859375
15000.0791015625,370,43699,
14949.25,370,43749,
,370,43777,14933.1005859375
14987.708984375,371,43799,
15498.408203125,371,43849,
,371,43895,14932.662109375
15127.8515625,372,43899,
14748.3623046875,372,43949,
15118.705078125,372,43999,
,372,44013,14929.7568359375
15121.0791015625,373,44049,
14998.1669921875,373,44099,
