train_loss,epoch,step,val_loss
17345.5234375,41,4899,
16701.595703125,41,4949,
,41,4955,16635.44140625
17083.767578125,42,4999,
16930.7734375,42,5049,
,42,5073,16595.029296875
17222.2265625,43,5099,
16811.748046875,43,5149,
,43,5191,16540.533203125
16566.251953125,44,5199,
16394.234375,44,5249,
16867.017578125,44,5299,
,44,5309,16470.857421875
16915.255859375,45,5349,
16979.255859375,45,5399,
,45,5427,16391.291015625
16581.08984375,46,5449,
16858.11328125,46,5499,
,46,5545,16351.4931640625
16392.890625,47,5549,
16862.771484375,47,5599,
16789.091796875,47,5649,
,47,5663,16279.4814453125
16488.125,48,5699,
16749.87890625,48,5749,
,48,5781,16199.458984375
16573.974609375,49,5799,
16938.326171875,49,5849,
3242.670166015625,49,5899,
,49,5899,16189.2724609375
16018.9453125,50,5949,
16095.462890625,50,5999,
,50,6017,16111.365234375
16459.83984375,51,6049,
16130.837890625,51,6099,
,51,6135,16045.9345703125
15793.201171875,52,6149,
16572.005859375,52,6199,
16223.37109375,52,6249,
,52,6253,16003.228515625
16259.79296875,53,6299,
16116.3857421875,53,6349,
,53,6371,15950.787109375
16155.279296875,54,6399,
15972.15234375,54,6449,
,54,6489,15870.37109375
16029.2890625,55,6499,
16171.076171875,55,6549,
15856.546875,55,6599,
,55,6607,15849.6416015625
15874.314453125,56,6649,
15994.314453125,56,6699,
,56,6725,15791.4638671875
16037.138671875,57,6749,
16245.90234375,57,6799,
,57,6843,15733.28125
16214.0859375,58,6849,
16185.728515625,58,6899,
16082.9287109375,58,6949,
,58,6961,15707.1884765625
15991.9619140625,59,6999,
16102.83984375,59,7049,
,59,7079,15681.9453125
16074.84375,60,7099,
16060.482421875,60,7149,
,60,7197,15621.5439453125
15966.537109375,61,7199,
15954.97265625,61,7249,
15739.3466796875,61,7299,
,61,7315,15572.3515625
16015.71484375,62,7349,
15989.916015625,62,7399,
,62,7433,15539.4931640625
15983.869140625,63,7449,
15550.8154296875,63,7499,
15467.341796875,63,7549,
,63,7551,15489.7060546875
15533.263671875,64,7599,
16111.90625,64,7649,
,64,7669,15449.3427734375
16060.6787109375,65,7699,
15812.375,65,7749,
,65,7787,15407.841796875
15631.57421875,66,7799,
15514.82421875,66,7849,
15725.1591796875,66,7899,
,66,7905,15405.1923828125
15909.70703125,67,7949,
15592.603515625,67,7999,
,67,8023,15357.7744140625
16036.7548828125,68,8049,
15495.296875,68,8099,
,68,8141,15305.205078125
15520.44140625,69,8149,
15623.736328125,69,8199,
15553.544921875,69,8249,
,69,8259,15260.9169921875
15609.501953125,70,8299,
15623.689453125,70,8349,
,70,8377,15240.9404296875
15687.408203125,71,8399,
15573.4892578125,71,8449,
,71,8495,15190.4765625
15484.3447265625,72,8499,
15352.3564453125,72,8549,
15404.578125,72,8599,
,72,8613,15188.8828125
15751.5224609375,73,8649,
15267.1123046875,73,8699,
,73,8731,15145.197265625
15262.71875,74,8749,
15553.5078125,74,8799,
2907.19580078125,74,8849,
,74,8849,15113.34375
15173.2978515625,75,8899,
15229.82421875,75,8949,
,75,8967,15063.9970703125
15897.736328125,76,8999,
15302.8876953125,76,9049,
,76,9085,15037.033203125
15339.662109375,77,9099,
15826.556640625,77,9149,
15187.5380859375,77,9199,
,77,9203,15004.763671875
15176.791015625,78,9249,
15140.16015625,78,9299,
,78,9321,14989.5712890625
15608.134765625,79,9349,
15309.9638671875,79,9399,
,79,9439,14948.5263671875
14901.3994140625,80,9449,
15472.4306640625,80,9499,
15624.1953125,80,9549,
,80,9557,14896.130859375
14959.423828125,81,9599,
14936.453125,81,9649,
,81,9675,14916.9169921875
15164.07421875,82,9699,
15376.302734375,82,9749,
,82,9793,14888.18359375
15489.3271484375,83,9799,
15392.5009765625,83,9849,
15050.8447265625,83,9899,
,83,9911,14898.43359375
15526.91796875,84,9949,
15181.2021484375,84,9999,
,84,10029,14837.228515625
15063.54296875,85,10049,
15283.1328125,85,10099,
,85,10147,14796.9931640625
15324.2841796875,86,10149,
15134.9794921875,86,10199,
15009.8671875,86,10249,
,86,10265,14775.4541015625
15024.4306640625,87,10299,
15236.9970703125,87,10349,
,87,10383,14756.095703125
14993.9873046875,88,10399,
14907.251953125,88,10449,
14759.130859375,88,10499,
,88,10501,14766.4716796875
15351.67578125,89,10549,
15133.7919921875,89,10599,
,89,10619,14723.7490234375
15235.09375,90,10649,
14862.0205078125,90,10699,
,90,10737,14685.91796875
14750.8271484375,91,10749,
14775.12109375,91,10799,
14755.4130859375,91,10849,
,91,10855,14667.2802734375
15059.9140625,92,10899,
14581.962890625,92,10949,
,92,10973,14643.89453125
14721.001953125,93,10999,
15091.611328125,93,11049,
,93,11091,14624.6962890625
14936.05078125,94,11099,
14653.3369140625,94,11149,
15021.18359375,94,11199,
,94,11209,14603.2958984375
14770.40625,95,11249,
14975.841796875,95,11299,
,95,11327,14591.7900390625
14819.56640625,96,11349,
15125.0986328125,96,11399,
,96,11445,14558.435546875
14106.15625,97,11449,
14684.962890625,97,11499,
15438.677734375,97,11549,
,97,11563,14511.900390625
15179.751953125,98,11599,
14897.970703125,98,11649,
,98,11681,14556.44921875
14428.419921875,99,11699,
14721.84375,99,11749,
2661.8125,99,11799,
,99,11799,14508.046875
14804.29296875,100,11849,
14719.2197265625,100,11899,
,100,11917,14535.4580078125
15029.4248046875,101,11949,
14897.36328125,101,11999,
,101,12035,14449.9140625
14655.2919921875,102,12049,
14978.056640625,102,12099,
14514.7890625,102,12149,
,102,12153,14475.3662109375
14522.455078125,103,12199,
14833.662109375,103,12249,
,103,12271,14406.697265625
15230.125,104,12299,
14582.6162109375,104,12349,
,104,12389,14452.849609375
14885.6806640625,105,12399,
14715.6923828125,105,12449,
14912.5625,105,12499,
,105,12507,14365.416015625
14698.53515625,106,12549,
14737.6689453125,106,12599,
,106,12625,14349.966796875
14422.12890625,107,12649,
14727.470703125,107,12699,
,107,12743,14354.1904296875
14367.7421875,108,12749,
14675.0244140625,108,12799,
14194.166015625,108,12849,
,108,12861,14353.04296875
14584.65625,109,12899,
14429.017578125,109,12949,
,109,12979,14317.5791015625
14979.2119140625,110,12999,
14344.3095703125,110,13049,
,110,13097,14310.5595703125
15023.29296875,111,13099,
14413.708984375,111,13149,
14332.2021484375,111,13199,
,111,13215,14310.78125
14892.3876953125,112,13249,
14872.8017578125,112,13299,
,112,13333,14276.927734375
14527.744140625,113,13349,
14120.853515625,113,13399,
14335.046875,113,13449,
,113,13451,14301.1923828125
14545.7509765625,114,13499,
14804.5263671875,114,13549,
,114,13569,14262.8115234375
14648.998046875,115,13599,
14680.259765625,115,13649,
,115,13687,14264.6337890625
14838.322265625,116,13699,
14336.224609375,116,13749,
14277.037109375,116,13799,
,116,13805,14205.8125
14655.861328125,117,13849,
14820.2353515625,117,13899,
,117,13923,14208.8427734375
14513.05078125,118,13949,
14245.8046875,118,13999,
,118,14041,14201.4931640625
14893.541015625,119,14049,
14371.9892578125,119,14099,
14518.80078125,119,14149,
,119,14159,14198.9228515625
14255.76171875,120,14199,
14349.1328125,120,14249,
,120,14277,14190.232421875
14361.4208984375,121,14299,
15126.87109375,121,14349,
,121,14395,14146.7744140625
14594.3916015625,122,14399,
14347.1328125,122,14449,
14476.986328125,122,14499,
,122,14513,14126.8525390625
14282.4208984375,123,14549,
14645.0078125,123,14599,
,123,14631,14137.1552734375
14591.79296875,124,14649,
14355.57421875,124,14699,
2609.83544921875,124,14749,
,124,14749,14096.1572265625
14296.3232421875,125,14799,
14336.681640625,125,14849,
,125,14867,14110.408203125
14533.478515625,126,14899,
14231.1875,126,14949,
,126,14985,14096.052734375
14748.67578125,127,14999,
14415.255859375,127,15049,
14522.2568359375,127,15099,
,127,15103,14082.10546875
14300.955078125,128,15149,
14388.93359375,128,15199,
,128,15221,14060.2255859375
14471.5078125,129,15249,
14397.6875,129,15299,
,129,15339,14056.009765625
14310.056640625,130,15349,
14169.1015625,130,15399,
14280.4794921875,130,15449,
,130,15457,14054.1220703125
14408.0927734375,131,15499,
14118.259765625,131,15549,
,131,15575,14062.953125
14188.6142578125,132,15599,
14558.0859375,132,15649,
,132,15693,14023.03515625
14339.48046875,133,15699,
14199.4013671875,133,15749,
14464.923828125,133,15799,
,133,15811,14006.5693359375
14530.6767578125,134,15849,
13895.431640625,134,15899,
,134,15929,14002.0302734375
13967.556640625,135,15949,
14372.75,135,15999,
,135,16047,13964.9267578125
14548.85546875,136,16049,
14497.0927734375,136,16099,
14104.6259765625,136,16149,
,136,16165,13977.10546875
14713.1943359375,137,16199,
14294.6923828125,137,16249,
,137,16283,13933.802734375
14628.408203125,138,16299,
14405.5986328125,138,16349,
14368.11328125,138,16399,
,138,16401,13944.5283203125
14399.0673828125,139,16449,
14066.1865234375,139,16499,
,139,16519,13926.6318359375
14496.703125,140,16549,
14389.1640625,140,16599,
,140,16637,13943.939453125
13897.7783203125,141,16649,
14339.5546875,141,16699,
14169.9287109375,141,16749,
,141,16755,13925.9951171875
14332.5107421875,142,16799,
14333.2734375,142,16849,
,142,16873,13926.912109375
14228.0048828125,143,16899,
14470.564453125,143,16949,
,143,16991,13893.0126953125
14095.447265625,144,16999,
13894.294921875,144,17049,
14137.330078125,144,17099,
,144,17109,13868.248046875
14146.8935546875,145,17149,
14061.1484375,145,17199,
,145,17227,13866.37109375
13675.62109375,146,17249,
14106.3671875,146,17299,
,146,17345,13889.7275390625
14043.8681640625,147,17349,
14074.40234375,147,17399,
14243.41015625,147,17449,
,147,17463,13893.052734375
13976.794921875,148,17499,
13915.8837890625,148,17549,
,148,17581,13883.16796875
14324.462890625,149,17599,
14083.833984375,149,17649,
2452.7236328125,149,17699,
,149,17699,13852.716796875
14032.07421875,150,17749,
14059.4453125,150,17799,
,150,17817,13860.8896484375
14306.357421875,151,17849,
13694.2138671875,151,17899,
,151,17935,13835.732421875
14063.306640625,152,17949,
13755.6015625,152,17999,
14313.7548828125,152,18049,
,152,18053,13817.744140625
13891.7958984375,153,18099,
14458.154296875,153,18149,
,153,18171,13831.6015625
14060.7138671875,154,18199,
14276.60546875,154,18249,
,154,18289,13788.5390625
13802.583984375,155,18299,
14350.080078125,155,18349,
13682.55078125,155,18399,
,155,18407,13761.236328125
14044.306640625,156,18449,
14024.56640625,156,18499,
,156,18525,13761.017578125
14255.9501953125,157,18549,
14167.3896484375,157,18599,
,157,18643,13780.072265625
14102.6728515625,158,18649,
14186.359375,158,18699,
13816.1279296875,158,18749,
,158,18761,13768.611328125
13859.9169921875,159,18799,
14126.857421875,159,18849,
,159,18879,13779.787109375
14391.4345703125,160,18899,
14121.1103515625,160,18949,
,160,18997,13750.9921875
13740.4755859375,161,18999,
14444.7578125,161,19049,
13849.0205078125,161,19099,
,161,19115,13727.0556640625
13870.5830078125,162,19149,
13906.3056640625,162,19199,
,162,19233,13740.5859375
14292.7021484375,163,19249,
13733.162109375,163,19299,
13850.96484375,163,19349,
,163,19351,13739.673828125
14229.24609375,164,19399,
14011.6328125,164,19449,
,164,19469,13727.513671875
14139.1865234375,165,19499,
13945.8251953125,165,19549,
,165,19587,13729.869140625
14181.4580078125,166,19599,
13582.4599609375,166,19649,
14120.818359375,166,19699,
,166,19705,13723.7763671875
14051.734375,167,19749,
13959.517578125,167,19799,
,167,19823,13721.501953125
14094.0322265625,168,19849,
14024.912109375,168,19899,
,168,19941,13725.2587890625
13861.689453125,169,19949,
14642.671875,169,19999,
14024.466796875,169,20049,
,169,20059,13661.501953125
14074.4443359375,170,20099,
14054.4794921875,170,20149,
,170,20177,13687.8173828125
14115.708984375,171,20199,
13945.822265625,171,20249,
,171,20295,13669.291015625
13922.1044921875,172,20299,
14058.4150390625,172,20349,
13746.0634765625,172,20399,
,172,20413,13672.03515625
13905.21484375,173,20449,
13977.076171875,173,20499,
,173,20531,13635.4638671875
13621.185546875,174,20549,
14024.93359375,174,20599,
2727.8330078125,174,20649,
,174,20649,13674.134765625
13959.21875,175,20699,
14007.62109375,175,20749,
,175,20767,13629.486328125
14089.26171875,176,20799,
14111.455078125,176,20849,
,176,20885,13626.2255859375
14095.8779296875,177,20899,
13792.5888671875,177,20949,
14124.52734375,177,20999,
,177,21003,13638.169921875
13880.701171875,178,21049,
14068.7138671875,178,21099,
,178,21121,13631.142578125
13612.724609375,179,21149,
13848.630859375,179,21199,
,179,21239,13609.4609375
13763.96484375,180,21249,
14160.1337890625,180,21299,
13961.87109375,180,21349,
,180,21357,13641.0830078125
13763.24609375,181,21399,
13913.146484375,181,21449,
,181,21475,13594.017578125
14026.111328125,182,21499,
13935.2734375,182,21549,
,182,21593,13572.984375
13776.24609375,183,21599,
13678.484375,183,21649,
13733.771484375,183,21699,
,183,21711,13580.333984375
13879.912109375,184,21749,
13687.76171875,184,21799,
,184,21829,13593.884765625
14214.1650390625,185,21849,
13900.927734375,185,21899,
,185,21947,13573.6845703125
13603.8203125,186,21949,
13837.0166015625,186,21999,
13710.44921875,186,22049,
,186,22065,13564.431640625
13754.6982421875,187,22099,
13635.291015625,187,22149,
,187,22183,13577.662109375
13583.396484375,188,22199,
13978.65625,188,22249,
13860.8984375,188,22299,
,188,22301,13543.1083984375
13482.1650390625,189,22349,
13799.767578125,189,22399,
,189,22419,13547.365234375
13899.7158203125,190,22449,
14219.513671875,190,22499,
,190,22537,13571.150390625
13921.609375,191,22549,
13455.4228515625,191,22599,
13727.3017578125,191,22649,
,191,22655,13555.927734375
13934.4140625,192,22699,
13958.94140625,192,22749,
,192,22773,13582.673828125
13760.6640625,193,22799,
14326.419921875,193,22849,
,193,22891,13535.16015625
14014.046875,194,22899,
14225.8349609375,194,22949,
13495.9765625,194,22999,
,194,23009,13547.8466796875
13731.775390625,195,23049,
13683.626953125,195,23099,
,195,23127,13517.6572265625
13657.466796875,196,23149,
13720.021484375,196,23199,
,196,23245,13512.0732421875
13510.064453125,197,23249,
13508.3798828125,197,23299,
13796.4453125,197,23349,
,197,23363,13536.939453125
13927.427734375,198,23399,
13706.470703125,198,23449,
,198,23481,13516.1875
13667.5,199,23499,
13596.5283203125,199,23549,
2583.77685546875,199,23599,
,199,23599,13494.140625
13744.65625,200,23649,
13847.783203125,200,23699,
,200,23717,13508.7724609375
13459.900390625,201,23749,
13670.734375,201,23799,
,201,23835,13482.3955078125
13970.4736328125,202,23849,
13615.5810546875,202,23899,
13921.3583984375,202,23949,
,202,23953,13510.7294921875
13394.0400390625,203,23999,
13569.130859375,203,24049,
,203,24071,13482.849609375
13961.0068359375,204,24099,
14012.7900390625,204,24149,
,204,24189,13460.71875
14024.587890625,205,24199,
13796.537109375,205,24249,
13671.4091796875,205,24299,
,205,24307,13476.990234375
13706.998046875,206,24349,
13527.50390625,206,24399,
,206,24425,13488.052734375
13709.52734375,207,24449,
13643.1025390625,207,24499,
,207,24543,13470.330078125
14239.490234375,208,24549,
13559.724609375,208,24599,
13728.2734375,208,24649,
,208,24661,13473.8564453125
13995.73046875,209,24699,
13764.3818359375,209,24749,
,209,24779,13457.630859375
13530.2607421875,210,24799,
13412.306640625,210,24849,
,210,24897,13473.2734375
13772.494140625,211,24899,
13734.70703125,211,24949,
14203.080078125,211,24999,
,211,25015,13436.982421875
13880.5439453125,212,25049,
13378.5078125,212,25099,
,212,25133,13419.7578125
13810.28125,213,25149,
